ssrd,longitude,latitude
17730226.00000000,113.4,-1.6
17590638.00000000,113.5,-1.6
17485778.00000000,113.6,-1.6
17477550.00000000,113.7,-1.6
17407404.00000000,113.8,-1.6
17334982.00000000,113.9,-1.6
17454426.00000000,114,-1.6
17601794.00000000,114.1,-1.6
17789146.00000000,114.2,-1.6
17992576.00000000,114.3,-1.6
18188688.00000000,114.4,-1.6
18348144.00000000,114.5,-1.6
18439246.00000000,114.6,-1.6
18520366.00000000,114.7,-1.6
18543380.00000000,114.8,-1.6
18554372.00000000,114.9,-1.6
18590710.00000000,115,-1.6
18614254.00000000,115.1,-1.6
18631868.00000000,115.2,-1.6
18617468.00000000,115.3,-1.6
18674054.00000000,115.4,-1.6
18780344.00000000,115.5,-1.6
18897284.00000000,115.6,-1.6
19087358.00000000,115.7,-1.6
19281336.00000000,115.8,-1.6
19481766.00000000,115.9,-1.6
19796650.00000000,116,-1.6
20102668.00000000,116.1,-1.6
20418280.00000000,116.2,-1.6
20746918.00000000,116.3,-1.6
21083010.00000000,116.4,-1.6
21430040.00000000,116.5,-1.6
18414452.00000000,119.4,-1.6
18005172.00000000,119.5,-1.6
18123806.00000000,119.6,-1.6
18482362.00000000,119.7,-1.6
18896660.00000000,119.8,-1.6
19524572.00000000,119.9,-1.6
20102888.00000000,120,-1.6
20658488.00000000,120.1,-1.6
20982682.00000000,120.2,-1.6
21302148.00000000,120.3,-1.6
21441266.00000000,120.4,-1.6
21321068.00000000,120.5,-1.6
21308890.00000000,120.6,-1.6
21252322.00000000,120.7,-1.6
21132452.00000000,120.8,-1.6
20972294.00000000,120.9,-1.6
20873112.00000000,121,-1.6
20864484.00000000,121.1,-1.6
20854490.00000000,121.2,-1.6
20845256.00000000,121.3,-1.6
20837728.00000000,121.4,-1.6
20878048.00000000,121.5,-1.6
21000572.00000000,121.6,-1.6
21099736.00000000,121.7,-1.6
21190896.00000000,121.8,-1.6
21255850.00000000,121.9,-1.6
21326560.00000000,122,-1.6
21505228.00000000,122.1,-1.6
21430830.00000000,122.2,-1.6
18682482.00000000,122.9,-1.6
17335358.00000000,123.2,-1.6
16773132.00000000,123.5,-1.6
21720102.00000000,127.5,-1.6
21588398.00000000,127.6,-1.6
21436942.00000000,127.7,-1.6
21276444.00000000,127.8,-1.6
21110174.00000000,127.9,-1.6
20988800.00000000,128,-1.6
20969150.00000000,128.1,-1.6
10536378.00000000,131.8,-1.6
10192686.00000000,131.9,-1.6
10054288.00000000,132,-1.6
9758884,132.1,-1.6
9464610,132.2,-1.6
9321638,132.3,-1.6
9221014,132.4,-1.6
9154420,132.5,-1.6
9160816,132.6,-1.6
9158968,132.7,-1.6
9084962,132.8,-1.6
9103316,132.9,-1.6
9133772,133,-1.6
9192932,133.1,-1.6
9265766,133.2,-1.6
9280950,133.3,-1.6
9481906,133.4,-1.6
9837612,133.5,-1.6
10356294.00000000,133.6,-1.6
11558300.00000000,133.7,-1.6
12813028.00000000,133.8,-1.6
13937344.00000000,133.9,-1.6
15070272.00000000,134,-1.6
16336470.00000000,134.1,-1.6
18060346.00000000,137.6,-1.6
17923624.00000000,137.7,-1.6
17749994.00000000,137.8,-1.6
17925770.00000000,137.9,-1.6
18170000.00000000,138,-1.6
20120926.00000000,99,-1.7
20031298.00000000,99.1,-1.7
19909360.00000000,99.2,-1.7
19758688.00000000,99.3,-1.7
20619728.00000000,100.8,-1.7
20593774.00000000,100.9,-1.7
20447022.00000000,101,-1.7
20243686.00000000,101.1,-1.7
20102908.00000000,101.2,-1.7
19805664.00000000,101.3,-1.7
19397540.00000000,101.4,-1.7
19117670.00000000,101.5,-1.7
18926774.00000000,101.6,-1.7
18660972.00000000,101.7,-1.7
18296916.00000000,101.8,-1.7
18193994.00000000,101.9,-1.7
18201584.00000000,102,-1.7
18311154.00000000,102.1,-1.7
18557796.00000000,102.2,-1.7
18858564.00000000,102.3,-1.7
19190710.00000000,102.4,-1.7
19554080.00000000,102.5,-1.7
19883406.00000000,102.6,-1.7
20134302.00000000,102.7,-1.7
20336634.00000000,102.8,-1.7
20589222.00000000,102.9,-1.7
20803356.00000000,103,-1.7
20972564.00000000,103.1,-1.7
21110940.00000000,103.2,-1.7
21163034.00000000,103.3,-1.7
21224978.00000000,103.4,-1.7
21306112.00000000,103.5,-1.7
21296384.00000000,103.6,-1.7
21287564.00000000,103.7,-1.7
21272640.00000000,103.8,-1.7
21207070.00000000,103.9,-1.7
21127452.00000000,104,-1.7
21059872.00000000,104.1,-1.7
21027046.00000000,104.2,-1.7
21031306.00000000,104.3,-1.7
21016166.00000000,104.4,-1.7
20940760.00000000,104.5,-1.7
20382824.00000000,105.5,-1.7
20575982.00000000,105.6,-1.7
20959378.00000000,105.8,-1.7
21183128.00000000,105.9,-1.7
21388158.00000000,106,-1.7
21018250.00000000,110,-1.7
20674798.00000000,110.1,-1.7
20321508.00000000,110.2,-1.7
19900656.00000000,110.3,-1.7
19428782.00000000,110.4,-1.7
19006438.00000000,110.5,-1.7
18632784.00000000,110.6,-1.7
18211092.00000000,110.7,-1.7
17722234.00000000,110.8,-1.7
17361812.00000000,110.9,-1.7
17074936.00000000,111,-1.7
16913082.00000000,111.1,-1.7
16972644.00000000,111.2,-1.7
17211396.00000000,111.3,-1.7
17553390.00000000,111.4,-1.7
17948496.00000000,111.5,-1.7
18193208.00000000,111.6,-1.7
18311210.00000000,111.7,-1.7
18410386.00000000,111.8,-1.7
18585536.00000000,111.9,-1.7
18595452.00000000,112,-1.7
18520350.00000000,112.1,-1.7
18471750.00000000,112.2,-1.7
18429554.00000000,112.3,-1.7
18325536.00000000,112.4,-1.7
18173972.00000000,112.5,-1.7
18094706.00000000,112.6,-1.7
18064686.00000000,112.7,-1.7
18095916.00000000,112.8,-1.7
18105494.00000000,112.9,-1.7
18051486.00000000,113,-1.7
17973064.00000000,113.1,-1.7
17896010.00000000,113.2,-1.7
17822712.00000000,113.3,-1.7
17712902.00000000,113.4,-1.7
17618376.00000000,113.5,-1.7
17588406.00000000,113.6,-1.7
17617248.00000000,113.7,-1.7
17624600.00000000,113.8,-1.7
17577526.00000000,113.9,-1.7
17685950.00000000,114,-1.7
17879096.00000000,114.1,-1.7
18096404.00000000,114.2,-1.7
18309676.00000000,114.3,-1.7
18515192.00000000,114.4,-1.7
18677332.00000000,114.5,-1.7
18762058.00000000,114.6,-1.7
18818268.00000000,114.7,-1.7
18814058.00000000,114.8,-1.7
18768798.00000000,114.9,-1.7
18783404.00000000,115,-1.7
18806250.00000000,115.1,-1.7
18787248.00000000,115.2,-1.7
18733892.00000000,115.3,-1.7
18765448.00000000,115.4,-1.7
18837680.00000000,115.5,-1.7
18960604.00000000,115.6,-1.7
19140256.00000000,115.7,-1.7
19299192.00000000,115.8,-1.7
19501114.00000000,115.9,-1.7
19821730.00000000,116,-1.7
20137286.00000000,116.1,-1.7
20453218.00000000,116.2,-1.7
20786188.00000000,116.3,-1.7
18223796.00000000,119.4,-1.7
17813196.00000000,119.5,-1.7
17920342.00000000,119.6,-1.7
18337702.00000000,119.7,-1.7
18833006.00000000,119.8,-1.7
19496920.00000000,119.9,-1.7
20158400.00000000,120,-1.7
20688410.00000000,120.1,-1.7
21029862.00000000,120.2,-1.7
21290104.00000000,120.3,-1.7
21355138.00000000,120.4,-1.7
21082138.00000000,120.5,-1.7
20958822.00000000,120.6,-1.7
20900752.00000000,120.7,-1.7
20753132.00000000,120.8,-1.7
20467328.00000000,120.9,-1.7
20357930.00000000,121,-1.7
20352880.00000000,121.1,-1.7
20344300.00000000,121.2,-1.7
20335036.00000000,121.3,-1.7
20360436.00000000,121.4,-1.7
20421166.00000000,121.5,-1.7
20585098.00000000,121.6,-1.7
20724658.00000000,121.7,-1.7
20819254.00000000,121.8,-1.7
16145550.00000000,124.4,-1.7
16204172.00000000,124.5,-1.7
16117990.00000000,124.6,-1.7
16001864.00000000,124.7,-1.7
15942222.00000000,124.8,-1.7
15909704.00000000,124.9,-1.7
15947832.00000000,125,-1.7
21625924.00000000,127.6,-1.7
16804318.00000000,130.2,-1.7
16321726.00000000,130.3,-1.7
10553558.00000000,132.1,-1.7
10229402.00000000,132.2,-1.7
10054554.00000000,132.3,-1.7
9917786,132.4,-1.7
9849920,132.5,-1.7
9844480,132.6,-1.7
9787306,132.7,-1.7
9701958,132.8,-1.7
9614682,132.9,-1.7
9621780,133,-1.7
9678024,133.1,-1.7
9669766,133.2,-1.7
9601660,133.3,-1.7
9721768,133.4,-1.7
9954144,133.5,-1.7
10472938.00000000,133.6,-1.7
11647928.00000000,133.7,-1.7
12760262.00000000,133.8,-1.7
13767030.00000000,133.9,-1.7
14742584.00000000,134,-1.7
15418182.00000000,134.1,-1.7
18717390.00000000,135.8,-1.7
18313278.00000000,135.9,-1.7
17691554.00000000,136,-1.7
16958724.00000000,136.1,-1.7
16277830.00000000,136.2,-1.7
15681412.00000000,136.3,-1.7
15291460.00000000,136.4,-1.7
15543618.00000000,136.5,-1.7
15835388.00000000,136.6,-1.7
18491540.00000000,137.3,-1.7
18209004.00000000,137.4,-1.7
18037572.00000000,137.5,-1.7
17873294.00000000,137.6,-1.7
17638436.00000000,137.7,-1.7
17352944.00000000,137.8,-1.7
17594146.00000000,137.9,-1.7
17911602.00000000,138,-1.7
18170026.00000000,138.1,-1.7
18541990.00000000,138.2,-1.7
18863854.00000000,138.3,-1.7
19928888.00000000,99.1,-1.8
20773890.00000000,100.8,-1.8
20838726.00000000,100.9,-1.8
20756726.00000000,101,-1.8
20617442.00000000,101.1,-1.8
20479620.00000000,101.2,-1.8
20182438.00000000,101.3,-1.8
19725968.00000000,101.4,-1.8
19293776.00000000,101.5,-1.8
18999632.00000000,101.6,-1.8
18602968.00000000,101.7,-1.8
18217528.00000000,101.8,-1.8
18135192.00000000,101.9,-1.8
18110396.00000000,102,-1.8
18154846.00000000,102.1,-1.8
18437286.00000000,102.2,-1.8
18751836.00000000,102.3,-1.8
19082504.00000000,102.4,-1.8
19451126.00000000,102.5,-1.8
19816998.00000000,102.6,-1.8
20107306.00000000,102.7,-1.8
20358312.00000000,102.8,-1.8
20613248.00000000,102.9,-1.8
20828440.00000000,103,-1.8
21018854.00000000,103.1,-1.8
21188392.00000000,103.2,-1.8
21281802.00000000,103.3,-1.8
21365562.00000000,103.4,-1.8
21440768.00000000,103.5,-1.8
21436102.00000000,103.6,-1.8
21422880.00000000,103.7,-1.8
21404302.00000000,103.8,-1.8
21323582.00000000,103.9,-1.8
21239076.00000000,104,-1.8
21171496.00000000,104.1,-1.8
21132024.00000000,104.2,-1.8
21093178.00000000,104.3,-1.8
21040490.00000000,104.4,-1.8
20908686.00000000,104.5,-1.8
20332280.00000000,105.5,-1.8
20496250.00000000,105.6,-1.8
20675602.00000000,105.7,-1.8
20878864.00000000,105.8,-1.8
21105936.00000000,105.9,-1.8
21330704.00000000,106,-1.8
21405712.00000000,106.1,-1.8
21148042.00000000,110,-1.8
20798272.00000000,110.1,-1.8
20443868.00000000,110.2,-1.8
20022764.00000000,110.3,-1.8
19535998.00000000,110.4,-1.8
19060654.00000000,110.5,-1.8
18628838.00000000,110.6,-1.8
18122014.00000000,110.7,-1.8
17615794.00000000,110.8,-1.8
17268920.00000000,110.9,-1.8
16945402.00000000,111,-1.8
16705554.00000000,111.1,-1.8
16926374.00000000,111.2,-1.8
17234736.00000000,111.3,-1.8
17571088.00000000,111.4,-1.8
17987730.00000000,111.5,-1.8
18391000.00000000,111.6,-1.8
18607458.00000000,111.7,-1.8
18772928.00000000,111.8,-1.8
18942956.00000000,111.9,-1.8
18960078.00000000,112,-1.8
18868592.00000000,112.1,-1.8
18790292.00000000,112.2,-1.8
18688256.00000000,112.3,-1.8
18534048.00000000,112.4,-1.8
18388570.00000000,112.5,-1.8
18295924.00000000,112.6,-1.8
18212378.00000000,112.7,-1.8
18188716.00000000,112.8,-1.8
18121254.00000000,112.9,-1.8
18042464.00000000,113,-1.8
17964026.00000000,113.1,-1.8
17886644.00000000,113.2,-1.8
17809176.00000000,113.3,-1.8
17734836.00000000,113.4,-1.8
17711636.00000000,113.5,-1.8
17692754.00000000,113.6,-1.8
17720874.00000000,113.7,-1.8
17769340.00000000,113.8,-1.8
17817016.00000000,113.9,-1.8
17967194.00000000,114,-1.8
18184960.00000000,114.1,-1.8
18402206.00000000,114.2,-1.8
18618144.00000000,114.3,-1.8
18832932.00000000,114.4,-1.8
18995852.00000000,114.5,-1.8
19056538.00000000,114.6,-1.8
19110142.00000000,114.7,-1.8
19105930.00000000,114.8,-1.8
19043672.00000000,114.9,-1.8
18997028.00000000,115,-1.8
18963978.00000000,115.1,-1.8
18899248.00000000,115.2,-1.8
18834472.00000000,115.3,-1.8
18874228.00000000,115.4,-1.8
18929060.00000000,115.5,-1.8
19007428.00000000,115.6,-1.8
19164958.00000000,115.7,-1.8
19309196.00000000,115.8,-1.8
19500642.00000000,115.9,-1.8
19833444.00000000,116,-1.8
20165238.00000000,116.1,-1.8
20494102.00000000,116.2,-1.8
20844508.00000000,116.3,-1.8
21132494.00000000,116.4,-1.8
18086042.00000000,119.4,-1.8
17617554.00000000,119.5,-1.8
17766346.00000000,119.6,-1.8
18254084.00000000,119.7,-1.8
18741722.00000000,119.8,-1.8
19419628.00000000,119.9,-1.8
20124558.00000000,120,-1.8
20750512.00000000,120.1,-1.8
21007724.00000000,120.2,-1.8
21241584.00000000,120.3,-1.8
21335696.00000000,120.4,-1.8
21011150.00000000,120.5,-1.8
20689598.00000000,120.6,-1.8
20506810.00000000,120.7,-1.8
20238230.00000000,120.8,-1.8
19961216.00000000,120.9,-1.8
19842146.00000000,121,-1.8
19839204.00000000,121.1,-1.8
19834322.00000000,121.2,-1.8
19856086.00000000,121.3,-1.8
19946634.00000000,121.4,-1.8
20023102.00000000,121.5,-1.8
20136968.00000000,121.6,-1.8
20309686.00000000,121.7,-1.8
15957676.00000000,124.4,-1.8
16075922.00000000,124.5,-1.8
16125174.00000000,124.6,-1.8
16055550.00000000,124.7,-1.8
15997984.00000000,124.8,-1.8
15966100.00000000,124.9,-1.8
16011580.00000000,125,-1.8
16057958.00000000,125.1,-1.8
16237832.00000000,125.2,-1.8
16946012.00000000,125.4,-1.8
17510912.00000000,125.5,-1.8
17746630.00000000,130,-1.8
17412128.00000000,130.1,-1.8
17024914.00000000,130.2,-1.8
16579004.00000000,130.3,-1.8
16228126.00000000,130.4,-1.8
11707084.00000000,132,-1.8
11352334.00000000,132.1,-1.8
11032530.00000000,132.2,-1.8
10846406.00000000,132.3,-1.8
10674392.00000000,132.4,-1.8
10569328.00000000,132.5,-1.8
10512536.00000000,132.6,-1.8
10446696.00000000,132.7,-1.8
10361316.00000000,132.8,-1.8
10256768.00000000,132.9,-1.8
10176212.00000000,133,-1.8
10144504.00000000,133.1,-1.8
10051330.00000000,133.2,-1.8
9970152,133.3,-1.8
10089648.00000000,133.4,-1.8
10254690.00000000,133.5,-1.8
10597636.00000000,133.6,-1.8
11608156.00000000,133.7,-1.8
12639590.00000000,133.8,-1.8
13649996.00000000,133.9,-1.8
14597854.00000000,134,-1.8
17641060.00000000,136,-1.8
16859838.00000000,136.1,-1.8
16215776.00000000,136.2,-1.8
15566200.00000000,136.3,-1.8
15002920.00000000,136.4,-1.8
15319904.00000000,136.5,-1.8
15749986.00000000,136.6,-1.8
16174010.00000000,136.7,-1.8
16814162.00000000,136.8,-1.8
18348706.00000000,137.2,-1.8
18345400.00000000,137.3,-1.8
18095648.00000000,137.4,-1.8
17856180.00000000,137.5,-1.8
17622862.00000000,137.6,-1.8
17292570.00000000,137.7,-1.8
17005434.00000000,137.8,-1.8
17229548.00000000,137.9,-1.8
17587840.00000000,138,-1.8
17911042.00000000,138.1,-1.8
18304806.00000000,138.2,-1.8
18724446.00000000,138.3,-1.8
19113946.00000000,138.4,-1.8
19412586.00000000,138.5,-1.8
19711344.00000000,138.6,-1.8
20826488.00000000,100.9,-1.9
20738344.00000000,101,-1.9
20569648.00000000,101.1,-1.9
20431804.00000000,101.2,-1.9
20131310.00000000,101.3,-1.9
19678246.00000000,101.4,-1.9
19248446.00000000,101.5,-1.9
18894758.00000000,101.6,-1.9
18514466.00000000,101.7,-1.9
18119858.00000000,101.8,-1.9
18046620.00000000,101.9,-1.9
18024716.00000000,102,-1.9
18047228.00000000,102.1,-1.9
18345158.00000000,102.2,-1.9
18656142.00000000,102.3,-1.9
18984640.00000000,102.4,-1.9
19355418.00000000,102.5,-1.9
19728676.00000000,102.6,-1.9
20064094.00000000,102.7,-1.9
20338426.00000000,102.8,-1.9
20593152.00000000,102.9,-1.9
20809706.00000000,103,-1.9
21000014.00000000,103.1,-1.9
21209576.00000000,103.2,-1.9
21363606.00000000,103.3,-1.9
21457790.00000000,103.4,-1.9
21527158.00000000,103.5,-1.9
21528436.00000000,103.6,-1.9
21515304.00000000,103.7,-1.9
21508586.00000000,103.8,-1.9
21441592.00000000,103.9,-1.9
21357094.00000000,104,-1.9
21289554.00000000,104.1,-1.9
21250242.00000000,104.2,-1.9
21198072.00000000,104.3,-1.9
21090112.00000000,104.4,-1.9
20844950.00000000,104.6,-1.9
20250562.00000000,105.2,-1.9
20251190.00000000,105.3,-1.9
20273048.00000000,105.4,-1.9
20272394.00000000,105.5,-1.9
20356302.00000000,105.6,-1.9
20532884.00000000,105.7,-1.9
20736208.00000000,105.8,-1.9
20963134.00000000,105.9,-1.9
21109520.00000000,106,-1.9
21108564.00000000,106.1,-1.9
20865016.00000000,110.1,-1.9
20553958.00000000,110.2,-1.9
20133164.00000000,110.3,-1.9
19646046.00000000,110.4,-1.9
19200308.00000000,110.5,-1.9
18808168.00000000,110.6,-1.9
18335744.00000000,110.7,-1.9
17840294.00000000,110.8,-1.9
17482700.00000000,110.9,-1.9
17159202.00000000,111,-1.9
16932888.00000000,111.1,-1.9
17089886.00000000,111.2,-1.9
17391520.00000000,111.3,-1.9
17727190.00000000,111.4,-1.9
18144282.00000000,111.5,-1.9
18515660.00000000,111.6,-1.9
18705420.00000000,111.7,-1.9
18849768.00000000,111.8,-1.9
19027404.00000000,111.9,-1.9
19036726.00000000,112,-1.9
18946122.00000000,112.1,-1.9
18864850.00000000,112.2,-1.9
18761754.00000000,112.3,-1.9
18625304.00000000,112.4,-1.9
18480084.00000000,112.5,-1.9
18387170.00000000,112.6,-1.9
18305318.00000000,112.7,-1.9
18232274.00000000,112.8,-1.9
18159168.00000000,112.9,-1.9
18080600.00000000,113,-1.9
18002330.00000000,113.1,-1.9
17924868.00000000,113.2,-1.9
17855904.00000000,113.3,-1.9
17867104.00000000,113.4,-1.9
17866842.00000000,113.5,-1.9
17845668.00000000,113.6,-1.9
17875928.00000000,113.7,-1.9
17926710.00000000,113.8,-1.9
18032124.00000000,113.9,-1.9
18265554.00000000,114,-1.9
18489582.00000000,114.1,-1.9
18707062.00000000,114.2,-1.9
18922696.00000000,114.3,-1.9
19144376.00000000,114.4,-1.9
19315306.00000000,114.5,-1.9
19354622.00000000,114.6,-1.9
19406130.00000000,114.7,-1.9
19402322.00000000,114.8,-1.9
19340146.00000000,114.9,-1.9
19222590.00000000,115,-1.9
19074478.00000000,115.1,-1.9
18982240.00000000,115.2,-1.9
18925676.00000000,115.3,-1.9
18957204.00000000,115.4,-1.9
19011862.00000000,115.5,-1.9
19076036.00000000,115.6,-1.9
19214166.00000000,115.7,-1.9
19358404.00000000,115.8,-1.9
19556464.00000000,115.9,-1.9
19882514.00000000,116,-1.9
20214982.00000000,116.1,-1.9
20547284.00000000,116.2,-1.9
20892896.00000000,116.3,-1.9
21246220.00000000,116.4,-1.9
18092152.00000000,119.4,-1.9
17630160.00000000,119.5,-1.9
17716942.00000000,119.6,-1.9
18155252.00000000,119.7,-1.9
18659204.00000000,119.8,-1.9
19320740.00000000,119.9,-1.9
20010914.00000000,120,-1.9
20496612.00000000,120.1,-1.9
20689416.00000000,120.2,-1.9
20919948.00000000,120.3,-1.9
20990058.00000000,120.4,-1.9
20689544.00000000,120.5,-1.9
20361054.00000000,120.6,-1.9
20036982.00000000,120.7,-1.9
19747424.00000000,120.8,-1.9
19460650.00000000,120.9,-1.9
19351314.00000000,121,-1.9
19347788.00000000,121.1,-1.9
19327226.00000000,121.2,-1.9
19340532.00000000,121.3,-1.9
19613476.00000000,121.6,-1.9
19905262.00000000,121.7,-1.9
16278638.00000000,123.8,-1.9
16126662.00000000,124.4,-1.9
16250844.00000000,124.5,-1.9
16414506.00000000,124.6,-1.9
16538458.00000000,124.7,-1.9
16217268.00000000,124.9,-1.9
16471350.00000000,125.2,-1.9
17265150.00000000,125.4,-1.9
17884500.00000000,125.5,-1.9
18333316.00000000,125.6,-1.9
18474468.00000000,125.7,-1.9
19434938.00000000,125.9,-1.9
20858794.00000000,126.2,-1.9
19061836.00000000,129.8,-1.9
18564316.00000000,129.9,-1.9
18168400.00000000,130,-1.9
17833934.00000000,130.1,-1.9
17514948.00000000,130.2,-1.9
17259888.00000000,130.3,-1.9
12879122.00000000,132,-1.9
12671152.00000000,132.1,-1.9
12349982.00000000,132.2,-1.9
12165286.00000000,132.3,-1.9
12000914.00000000,132.4,-1.9
11890010.00000000,132.5,-1.9
11805862.00000000,132.6,-1.9
11740158.00000000,132.7,-1.9
11654990.00000000,132.8,-1.9
11550160.00000000,132.9,-1.9
11437794.00000000,133,-1.9
11330184.00000000,133.1,-1.9
11234324.00000000,133.2,-1.9
11146618.00000000,133.3,-1.9
11272538.00000000,133.4,-1.9
11414486.00000000,133.5,-1.9
11508190.00000000,133.6,-1.9
12020864.00000000,133.7,-1.9
12959888.00000000,133.8,-1.9
13968574.00000000,133.9,-1.9
14917956.00000000,134,-1.9
15595518.00000000,134.1,-1.9
15715238.00000000,136.3,-1.9
15251400.00000000,136.5,-1.9
18028706.00000000,137.2,-1.9
18023524.00000000,137.3,-1.9
17773694.00000000,137.4,-1.9
17611330.00000000,137.5,-1.9
17524880.00000000,137.6,-1.9
17223472.00000000,137.7,-1.9
16930664.00000000,137.8,-1.9
17160510.00000000,137.9,-1.9
17498246.00000000,138,-1.9
17724820.00000000,138.1,-1.9
18015308.00000000,138.2,-1.9
18419578.00000000,138.3,-1.9
18805434.00000000,138.4,-1.9
19107776.00000000,138.5,-1.9
19394096.00000000,138.6,-1.9
19648280.00000000,138.7,-1.9
20672686.00000000,100.9,-2
20572162.00000000,101,-2
20359440.00000000,101.1,-2
20186840.00000000,101.2,-2
19889714.00000000,101.3,-2
19459866.00000000,101.4,-2
19068402.00000000,101.5,-2
18725590.00000000,101.6,-2
18396022.00000000,101.7,-2
18040966.00000000,101.8,-2
17944836.00000000,101.9,-2
17948006.00000000,102,-2
17996718.00000000,102.1,-2
18267394.00000000,102.2,-2
18566798.00000000,102.3,-2
18894016.00000000,102.4,-2
19267050.00000000,102.5,-2
19646934.00000000,102.6,-2
19991194.00000000,102.7,-2
20287270.00000000,102.8,-2
20555688.00000000,102.9,-2
20770808.00000000,103,-2
20986684.00000000,103.1,-2
21215876.00000000,103.2,-2
21386082.00000000,103.3,-2
21527720.00000000,103.4,-2
21595020.00000000,103.5,-2
21600370.00000000,103.6,-2
21610854.00000000,103.7,-2
21604244.00000000,103.8,-2
21550112.00000000,103.9,-2
21478234.00000000,104,-2
21412442.00000000,104.1,-2
21358640.00000000,104.2,-2
21275864.00000000,104.3,-2
21169346.00000000,104.4,-2
21043376.00000000,104.5,-2
20910830.00000000,104.6,-2
20808262.00000000,104.7,-2
20310078.00000000,105.2,-2
20331812.00000000,105.3,-2
20304160.00000000,105.4,-2
20273190.00000000,105.5,-2
20265334.00000000,105.6,-2
20361768.00000000,105.7,-2
20564402.00000000,105.8,-2
20704742.00000000,105.9,-2
20744068.00000000,106,-2
20739742.00000000,106.1,-2
20657712.00000000,110.2,-2
20237602.00000000,110.3,-2
19792128.00000000,110.4,-2
19398210.00000000,110.5,-2
19034002.00000000,110.6,-2
18679524.00000000,110.7,-2
18204236.00000000,110.8,-2
17840700.00000000,110.9,-2
17554268.00000000,111,-2
17360740.00000000,111.1,-2
17426788.00000000,111.2,-2
17609932.00000000,111.3,-2
17953522.00000000,111.4,-2
18329634.00000000,111.5,-2
18554522.00000000,111.6,-2
18719274.00000000,111.7,-2
18823780.00000000,111.8,-2
18970360.00000000,111.9,-2
18979800.00000000,112,-2
18899480.00000000,112.1,-2
18828828.00000000,112.2,-2
18748930.00000000,112.3,-2
18651166.00000000,112.4,-2
18508126.00000000,112.5,-2
18425772.00000000,112.6,-2
18352158.00000000,112.7,-2
18281698.00000000,112.8,-2
18213640.00000000,112.9,-2
18140696.00000000,113,-2
18062474.00000000,113.1,-2
17995272.00000000,113.2,-2
17947008.00000000,113.3,-2
17961778.00000000,113.4,-2
18028978.00000000,113.5,-2
18029212.00000000,113.6,-2
18055402.00000000,113.7,-2
18158092.00000000,113.8,-2
18305618.00000000,113.9,-2
18540846.00000000,114,-2
18791744.00000000,114.1,-2
19011022.00000000,114.2,-2
19228376.00000000,114.3,-2
19469456.00000000,114.4,-2
19636704.00000000,114.5,-2
19665998.00000000,114.6,-2
19705230.00000000,114.7,-2
19700226.00000000,114.8,-2
19588190.00000000,114.9,-2
19407710.00000000,115,-2
19231764.00000000,115.1,-2
19071970.00000000,115.2,-2
18992778.00000000,115.3,-2
19027028.00000000,115.4,-2
19073806.00000000,115.5,-2
19133922.00000000,115.6,-2
19276186.00000000,115.7,-2
19425932.00000000,115.8,-2
19624454.00000000,115.9,-2
19949518.00000000,116,-2
20281386.00000000,116.1,-2
20612442.00000000,116.2,-2
20944164.00000000,116.3,-2
21290604.00000000,116.4,-2
18642834.00000000,119.3,-2
18156994.00000000,119.4,-2
17669942.00000000,119.5,-2
17736758.00000000,119.6,-2
18082842.00000000,119.7,-2
18534188.00000000,119.8,-2
19193458.00000000,119.9,-2
19742938.00000000,120,-2
20206342.00000000,120.1,-2
20319996.00000000,120.2,-2
20476640.00000000,120.3,-2
20565830.00000000,120.4,-2
20234898.00000000,120.5,-2
19890342.00000000,120.6,-2
19566016.00000000,120.7,-2
19270962.00000000,120.8,-2
18991334.00000000,120.9,-2
18872028.00000000,121,-2
18850762.00000000,121.1,-2
18818810.00000000,121.2,-2
18815954.00000000,121.3,-2
18812282.00000000,121.4,-2
16458372.00000000,123.8,-2
16470058.00000000,124.4,-2
16565652.00000000,124.5,-2
19522126.00000000,125.9,-2
19896076.00000000,126,-2
18474438.00000000,130.1,-2
18161464.00000000,130.2,-2
17970522.00000000,130.3,-2
14223106.00000000,132.1,-2
13905876.00000000,132.2,-2
13737568.00000000,132.3,-2
13626432.00000000,132.4,-2
13521718.00000000,132.5,-2
13412604.00000000,132.6,-2
13328236.00000000,132.7,-2
13242602.00000000,132.8,-2
13129662.00000000,132.9,-2
13007542.00000000,133,-2
12898440.00000000,133.1,-2
12796264.00000000,133.2,-2
12727760.00000000,133.3,-2
12826842.00000000,133.4,-2
12865986.00000000,133.5,-2
12896774.00000000,133.6,-2
13036918.00000000,133.7,-2
13485084.00000000,133.8,-2
14489518.00000000,133.9,-2
15294360.00000000,134,-2
15394844.00000000,134.1,-2
17680014.00000000,137.2,-2
17626360.00000000,137.3,-2
17465812.00000000,137.4,-2
17422478.00000000,137.5,-2
17356750.00000000,137.6,-2
17248706.00000000,137.7,-2
16981918.00000000,137.8,-2
17209384.00000000,137.9,-2
17422998.00000000,138,-2
17588328.00000000,138.1,-2
17796642.00000000,138.2,-2
18077724.00000000,138.3,-2
18462626.00000000,138.4,-2
18757006.00000000,138.5,-2
19024376.00000000,138.6,-2
19280332.00000000,138.7,-2
19508862.00000000,138.8,-2
19710622.00000000,138.9,-2
19843946.00000000,139,-2
19626220.00000000,99.6,-2.1
19609864.00000000,99.7,-2.1
20497142.00000000,100.9,-2.1
20397142.00000000,101,-2.1
