ssrd,longitude,latitude
22531616.00000000,125.6,3.5
9558982,97.2,3.4
9598104,97.3,3.4
9524186,97.4,3.4
9427762,97.5,3.4
9342546,97.6,3.4
9269160,97.7,3.4
9223006,97.8,3.4
9251304,97.9,3.4
9310190,98,3.4
9293532,98.1,3.4
9281952,98.2,3.4
9301876,98.3,3.4
9451258,98.4,3.4
9759934,98.5,3.4
10078360.00000000,98.6,3.4
10336934.00000000,98.7,3.4
10621588.00000000,98.8,3.4
10947558.00000000,98.9,3.4
11339494.00000000,99,3.4
11658896.00000000,99.1,3.4
11785788.00000000,99.2,3.4
11921626.00000000,99.3,3.4
10346400.00000000,101.2,3.4
10071822.00000000,101.3,3.4
9834966,101.4,3.4
9618410,101.5,3.4
9372682,101.6,3.4
9097130,101.7,3.4
8765580,101.8,3.4
8538016,101.9,3.4
8220946,102,3.4
7833254,102.1,3.4
7431176,102.2,3.4
7188052,102.3,3.4
7299968,102.4,3.4
7536824,102.5,3.4
7511872,102.6,3.4
7836266,102.7,3.4
8701068,102.8,3.4
9704754,102.9,3.4
10812256.00000000,103,3.4
11926692.00000000,103.1,3.4
12992980.00000000,103.2,3.4
13843848.00000000,103.3,3.4
14544676.00000000,103.4,3.4
19554316.00000000,113.2,3.4
19537006.00000000,113.3,3.4
19458590.00000000,113.4,3.4
19342202.00000000,113.5,3.4
19216732.00000000,113.6,3.4
19089262.00000000,113.7,3.4
18919692.00000000,113.8,3.4
18726012.00000000,113.9,3.4
18577704.00000000,114,3.4
18458450.00000000,114.1,3.4
18407918.00000000,114.2,3.4
18398690.00000000,114.3,3.4
18352094.00000000,114.4,3.4
18348730.00000000,114.5,3.4
18459372.00000000,114.6,3.4
18566838.00000000,114.7,3.4
18705192.00000000,114.8,3.4
18905010.00000000,114.9,3.4
19133122.00000000,115,3.4
19342214.00000000,115.1,3.4
19530054.00000000,115.2,3.4
19643370.00000000,115.3,3.4
19565816.00000000,115.4,3.4
19451968.00000000,115.5,3.4
19328740.00000000,115.6,3.4
19144080.00000000,115.7,3.4
18956300.00000000,115.8,3.4
18809282.00000000,115.9,3.4
18694708.00000000,116,3.4
18500248.00000000,116.1,3.4
18323144.00000000,116.2,3.4
18189738.00000000,116.3,3.4
18144888.00000000,116.4,3.4
18195122.00000000,116.5,3.4
18182512.00000000,116.6,3.4
18088700.00000000,116.7,3.4
18054816.00000000,116.8,3.4
18063438.00000000,116.9,3.4
18137596.00000000,117,3.4
18221152.00000000,117.1,3.4
18289004.00000000,117.2,3.4
18403778.00000000,117.3,3.4
18672546.00000000,117.4,3.4
19184312.00000000,117.6,3.4
22412756.00000000,125.6,3.4
9612852,97.2,3.3
9654166,97.3,3.3
9580686,97.4,3.3
9466074,97.5,3.3
9373932,97.6,3.3
9331422,97.7,3.3
9326222,97.8,3.3
9355342,97.9,3.3
9441808,98,3.3
9508658,98.1,3.3
9530752,98.2,3.3
9660536,98.3,3.3
9858592,98.4,3.3
10171788.00000000,98.5,3.3
10554098.00000000,98.6,3.3
10874694.00000000,98.7,3.3
11191616.00000000,98.8,3.3
11605330.00000000,98.9,3.3
12016076.00000000,99,3.3
12329824.00000000,99.1,3.3
12627516.00000000,99.2,3.3
12783834.00000000,99.3,3.3
12897458.00000000,99.4,3.3
12941508.00000000,99.5,3.3
9750770,101.3,3.3
9497430,101.4,3.3
9260246,101.5,3.3
8984554,101.6,3.3
8660626,101.7,3.3
8322724,101.8,3.3
8100494,101.9,3.3
7899234,102,3.3
7593958,102.1,3.3
7397928,102.2,3.3
7389612,102.3,3.3
7523258,102.4,3.3
7857178,102.5,3.3
8096402,102.6,3.3
8511262,102.7,3.3
9490958,102.8,3.3
10557404.00000000,102.9,3.3
11666390.00000000,103,3.3
12802502.00000000,103.1,3.3
13896528.00000000,103.2,3.3
14705952.00000000,103.3,3.3
15163596.00000000,103.4,3.3
18961124.00000000,106.3,3.3
19432862.00000000,113.1,3.3
19454826.00000000,113.2,3.3
19441092.00000000,113.3,3.3
19362430.00000000,113.4,3.3
19237916.00000000,113.5,3.3
19109982.00000000,113.6,3.3
18985362.00000000,113.7,3.3
18861938.00000000,113.8,3.3
18696144.00000000,113.9,3.3
18568398.00000000,114,3.3
18501424.00000000,114.1,3.3
18450506.00000000,114.2,3.3
18454136.00000000,114.3,3.3
18459700.00000000,114.4,3.3
18462542.00000000,114.5,3.3
18565096.00000000,114.6,3.3
18668028.00000000,114.7,3.3
18807076.00000000,114.8,3.3
18982056.00000000,114.9,3.3
19178382.00000000,115,3.3
19375372.00000000,115.1,3.3
19520414.00000000,115.2,3.3
19648946.00000000,115.3,3.3
19548232.00000000,115.4,3.3
19408240.00000000,115.5,3.3
19285092.00000000,115.6,3.3
19101362.00000000,115.7,3.3
18927572.00000000,115.8,3.3
18775046.00000000,115.9,3.3
18680468.00000000,116,3.3
18561654.00000000,116.1,3.3
18419010.00000000,116.2,3.3
18372282.00000000,116.3,3.3
18391484.00000000,116.4,3.3
18441412.00000000,116.5,3.3
18504106.00000000,116.6,3.3
18500310.00000000,116.7,3.3
18503742.00000000,116.8,3.3
18569526.00000000,116.9,3.3
18659892.00000000,117,3.3
18744470.00000000,117.1,3.3
18824806.00000000,117.2,3.3
18941046.00000000,117.3,3.3
9615372,97.3,3.2
9540704,97.4,3.2
9425042,97.5,3.2
9395568,97.6,3.2
9413818,97.7,3.2
9414010,97.8,3.2
9443852,97.9,3.2
9529518,98,3.2
9626292,98.1,3.2
9776678,98.2,3.2
9971374,98.3,3.2
10169538.00000000,98.4,3.2
10482802.00000000,98.5,3.2
10865092.00000000,98.6,3.2
11235568.00000000,98.7,3.2
11646848.00000000,98.8,3.2
12073700.00000000,98.9,3.2
12492094.00000000,99,3.2
12798346.00000000,99.1,3.2
13095818.00000000,99.2,3.2
13368928.00000000,99.3,3.2
13417500.00000000,99.4,3.2
13438654.00000000,99.5,3.2
13447088.00000000,99.6,3.2
9470926,101.3,3.2
9303146,101.4,3.2
9025368,101.5,3.2
8649820,101.6,3.2
8290736,101.7,3.2
7957394,101.8,3.2
7730546,101.9,3.2
7545538,102,3.2
7440752,102.1,3.2
7472116,102.2,3.2
7521124,102.3,3.2
7666598,102.4,3.2
7988750,102.5,3.2
8347852,102.6,3.2
9091886,102.7,3.2
10145586.00000000,102.8,3.2
11211424.00000000,102.9,3.2
12321300.00000000,103,3.2
13457468.00000000,103.1,3.2
14595288.00000000,103.2,3.2
15334004.00000000,103.3,3.2
15966198.00000000,103.4,3.2
18778716.00000000,106.3,3.2
19360134.00000000,113.1,3.2
19354428.00000000,113.2,3.2
19342928.00000000,113.3,3.2
19260990.00000000,113.4,3.2
19133044.00000000,113.5,3.2
19005090.00000000,113.6,3.2
18880446.00000000,113.7,3.2
18757008.00000000,113.8,3.2
18658228.00000000,113.9,3.2
18604434.00000000,114,3.2
18538506.00000000,114.1,3.2
18482046.00000000,114.2,3.2
18491430.00000000,114.3,3.2
18500698.00000000,114.4,3.2
18525718.00000000,114.5,3.2
18621642.00000000,114.6,3.2
18725210.00000000,114.7,3.2
18863668.00000000,114.8,3.2
19038544.00000000,114.9,3.2
19205778.00000000,115,3.2
19324186.00000000,115.1,3.2
19457910.00000000,115.2,3.2
19561678.00000000,115.3,3.2
19485668.00000000,115.4,3.2
19344450.00000000,115.5,3.2
19226450.00000000,115.6,3.2
19088312.00000000,115.7,3.2
18916592.00000000,115.8,3.2
18769200.00000000,115.9,3.2
18669502.00000000,116,3.2
18578676.00000000,116.1,3.2
18542070.00000000,116.2,3.2
18557774.00000000,116.3,3.2
18577428.00000000,116.4,3.2
18626842.00000000,116.5,3.2
18695800.00000000,116.6,3.2
18766128.00000000,116.7,3.2
18854442.00000000,116.8,3.2
18945898.00000000,116.9,3.2
19036062.00000000,117,3.2
19120798.00000000,117.1,3.2
19204482.00000000,117.2,3.2
19328646.00000000,117.3,3.2
9300134,97.4,3.1
9276068,97.5,3.1
9343534,97.6,3.1
9443812,97.7,3.1
9470406,97.8,3.1
9497628,97.9,3.1
9598152,98,3.1
9730884,98.1,3.1
9898458,98.2,3.1
10076188.00000000,98.3,3.1
10274210.00000000,98.4,3.1
10586472.00000000,98.5,3.1
10951426.00000000,98.6,3.1
11296334.00000000,98.7,3.1
11702958.00000000,98.8,3.1
12128206.00000000,98.9,3.1
12551660.00000000,99,3.1
12852468.00000000,99.1,3.1
13149476.00000000,99.2,3.1
13425598.00000000,99.3,3.1
13602582.00000000,99.4,3.1
13658962.00000000,99.5,3.1
13661022.00000000,99.6,3.1
13641432.00000000,99.7,3.1
9346322,101.4,3.1
8972514,101.5,3.1
8521418,101.6,3.1
8096740,101.7,3.1
7750170,101.8,3.1
7531226,101.9,3.1
7342938,102,3.1
7220828,102.1,3.1
7394584,102.2,3.1
7487024,102.3,3.1
7620772,102.4,3.1
7989344,102.5,3.1
8446142,102.6,3.1
9252398,102.7,3.1
10392976.00000000,102.8,3.1
11458862.00000000,102.9,3.1
12569272.00000000,103,3.1
13716214.00000000,103.1,3.1
14876238.00000000,103.2,3.1
15616328.00000000,103.3,3.1
16253186.00000000,103.4,3.1
19309604.00000000,112.9,3.1
19293646.00000000,113,3.1
19299004.00000000,113.1,3.1
19276260.00000000,113.2,3.1
19188614.00000000,113.3,3.1
19104876.00000000,113.4,3.1
19025564.00000000,113.5,3.1
18904160.00000000,113.6,3.1
18779342.00000000,113.7,3.1
18680948.00000000,113.8,3.1
18653528.00000000,113.9,3.1
18617118.00000000,114,3.1
18563768.00000000,114.1,3.1
18513910.00000000,114.2,3.1
18516828.00000000,114.3,3.1
18515966.00000000,114.4,3.1
18531126.00000000,114.5,3.1
18595026.00000000,114.6,3.1
18688724.00000000,114.7,3.1
18827654.00000000,114.8,3.1
18990756.00000000,114.9,3.1
19117916.00000000,115,3.1
19206490.00000000,115.1,3.1
19305476.00000000,115.2,3.1
19423856.00000000,115.3,3.1
19333446.00000000,115.4,3.1
19230656.00000000,115.5,3.1
19167422.00000000,115.6,3.1
19090176.00000000,115.7,3.1
18942276.00000000,115.8,3.1
18790862.00000000,115.9,3.1
18703300.00000000,116,3.1
18634600.00000000,116.1,3.1
18610002.00000000,116.2,3.1
18618914.00000000,116.3,3.1
18637548.00000000,116.4,3.1
18687750.00000000,116.5,3.1
18753772.00000000,116.6,3.1
18816024.00000000,116.7,3.1
18920636.00000000,116.8,3.1
19023916.00000000,116.9,3.1
19114854.00000000,117,3.1
19204884.00000000,117.1,3.1
19333036.00000000,117.2,3.1
19498748.00000000,117.3,3.1
19648198.00000000,117.4,3.1
9140188,97.4,3
9212714,97.5,3
9295972,97.6,3
9397238,97.7,3
9500004,97.8,3
9549820,97.9,3
9695236,98,3
9856590,98.1,3
10024032.00000000,98.2,3
10198932.00000000,98.3,3
10376396.00000000,98.4,3
10678102.00000000,98.5,3
11016374.00000000,98.6,3
11351514.00000000,98.7,3
11756152.00000000,98.8,3
12179614.00000000,98.9,3
12591206.00000000,99,3
12901610.00000000,99.1,3
13197726.00000000,99.2,3
13470568.00000000,99.3,3
13663634.00000000,99.4,3
13834694.00000000,99.5,3
13887404.00000000,99.6,3
13897220.00000000,99.7,3
13915990.00000000,99.8,3
13912862.00000000,99.9,3
9674718,101.3,3
9298778,101.4,3
8895920,101.5,3
8444032,101.6,3
7969994,101.7,3
7540286,101.8,3
7330922,101.9,3
7139154,102,3
6982434,102.1,3
7190152,102.2,3
7407686,102.3,3
7583786,102.4,3
8068552,102.5,3
8604076,102.6,3
9410422,102.7,3
10561052.00000000,102.8,3
11700450.00000000,102.9,3
12819770.00000000,103,3
13983200.00000000,103.1,3
15120622.00000000,103.2,3
15890554.00000000,103.3,3
16531790.00000000,103.4,3
18073238.00000000,105.7,3
18131062.00000000,105.8,3
19813620.00000000,112.4,3
19724490.00000000,112.5,3
19643288.00000000,112.6,3
19582610.00000000,112.7,3
19507020.00000000,112.8,3
19382354.00000000,112.9,3
19269408.00000000,113,3
19224082.00000000,113.1,3
19132668.00000000,113.2,3
19014140.00000000,113.3,3
18931058.00000000,113.4,3
18875702.00000000,113.5,3
18797704.00000000,113.6,3
18706270.00000000,113.7,3
18676874.00000000,113.8,3
18650136.00000000,113.9,3
18614710.00000000,114,3
18578134.00000000,114.1,3
18535348.00000000,114.2,3
18532038.00000000,114.3,3
18525498.00000000,114.4,3
18538508.00000000,114.5,3
18595228.00000000,114.6,3
18653044.00000000,114.7,3
18782978.00000000,114.8,3
18906494.00000000,114.9,3
19022910.00000000,115,3
19110918.00000000,115.1,3
19185814.00000000,115.2,3
19271302.00000000,115.3,3
19215668.00000000,115.4,3
19157348.00000000,115.5,3
19100976.00000000,115.6,3
19023866.00000000,115.7,3
18936878.00000000,115.8,3
18822664.00000000,115.9,3
18756820.00000000,116,3
18706020.00000000,116.1,3
18681096.00000000,116.2,3
18688430.00000000,116.3,3
18700210.00000000,116.4,3
18744638.00000000,116.5,3
18806634.00000000,116.6,3
18871782.00000000,116.7,3
18971908.00000000,116.8,3
19086296.00000000,116.9,3
19188452.00000000,117,3
19324472.00000000,117.1,3
19496656.00000000,117.2,3
19664208.00000000,117.3,3
19810176.00000000,117.4,3
19958238.00000000,117.5,3
20171386.00000000,117.6,3
9214606,97.6,2.9
9285512,97.7,2.9
9408832,97.8,2.9
9596400,97.9,2.9
9748704,98,2.9
9910450,98.1,2.9
10077992.00000000,98.2,2.9
10252896.00000000,98.3,2.9
10420588.00000000,98.4,2.9
10566498.00000000,98.5,2.9
10897164.00000000,98.6,2.9
11235948.00000000,98.7,2.9
11636918.00000000,98.8,2.9
12059834.00000000,98.9,2.9
12428306.00000000,99,2.9
12746432.00000000,99.1,2.9
13042400.00000000,99.2,2.9
13311028.00000000,99.3,2.9
13508398.00000000,99.4,2.9
13729200.00000000,99.5,2.9
13961582.00000000,99.6,2.9
14051458.00000000,99.7,2.9
14074466.00000000,99.8,2.9
14041920.00000000,99.9,2.9
13968044.00000000,100,2.9
9638628,101.3,2.9
9241966,101.4,2.9
8838998,101.5,2.9
8387024,101.6,2.9
7915050,101.7,2.9
7467018,101.8,2.9
7239652,101.9,2.9
7047602,102,2.9
6892186,102.1,2.9
7098624,102.2,2.9
7316192,102.3,2.9
7617074,102.4,2.9
8158582,102.5,2.9
8698582,102.6,2.9
9503438,102.7,2.9
10654184.00000000,102.8,2.9
11784032.00000000,102.9,2.9
12897066.00000000,103,2.9
14059090.00000000,103.1,2.9
15183648.00000000,103.2,2.9
15966560.00000000,103.3,2.9
16617430.00000000,103.4,2.9
18079200.00000000,105.7,2.9
18078918.00000000,105.8,2.9
20219006.00000000,108.8,2.9
19825066.00000000,112.2,2.9
19786812.00000000,112.3,2.9
19746410.00000000,112.4,2.9
19757172.00000000,112.5,2.9
19675396.00000000,112.6,2.9
19618088.00000000,112.7,2.9
19546946.00000000,112.8,2.9
19417862.00000000,112.9,2.9
19277344.00000000,113,2.9
19112454.00000000,113.1,2.9
18991368.00000000,113.2,2.9
18872666.00000000,113.3,2.9
18789790.00000000,113.4,2.9
18734352.00000000,113.5,2.9
18696250.00000000,113.6,2.9
18699014.00000000,113.7,2.9
18672590.00000000,113.8,2.9
18645692.00000000,113.9,2.9
18610308.00000000,114,2.9
18573532.00000000,114.1,2.9
18532720.00000000,114.2,2.9
18513442.00000000,114.3,2.9
18506746.00000000,114.4,2.9
18519948.00000000,114.5,2.9
18576574.00000000,114.6,2.9
18622034.00000000,114.7,2.9
18666304.00000000,114.8,2.9
18768268.00000000,114.9,2.9
18883772.00000000,115,2.9
18972590.00000000,115.1,2.9
19047494.00000000,115.2,2.9
19119400.00000000,115.3,2.9
19132324.00000000,115.4,2.9
19086188.00000000,115.5,2.9
19028724.00000000,115.6,2.9
18952768.00000000,115.7,2.9
18891858.00000000,115.8,2.9
18860684.00000000,115.9,2.9
18819076.00000000,116,2.9
18769714.00000000,116.1,2.9
18745776.00000000,116.2,2.9
18752106.00000000,116.3,2.9
18732780.00000000,116.4,2.9
18712432.00000000,116.5,2.9
18761674.00000000,116.6,2.9
18822344.00000000,116.7,2.9
18926910.00000000,116.8,2.9
19041810.00000000,116.9,2.9
19161172.00000000,117,2.9
19341536.00000000,117.1,2.9
19517504.00000000,117.2,2.9
19687106.00000000,117.3,2.9
19831030.00000000,117.4,2.9
19983980.00000000,117.5,2.9
20187580.00000000,117.6,2.9
5599182,95.7,2.8
5521376,95.8,2.8
5292776,95.9,2.8
5170290,96,2.8
9143546,97.7,2.8
9370090,97.8,2.8
9617790,97.9,2.8
9742994,98,2.8
9895378,98.1,2.8
10062818.00000000,98.2,2.8
10224360.00000000,98.3,2.8
10366048.00000000,98.4,2.8
10481866.00000000,98.5,2.8
10625958.00000000,98.6,2.8
10952394.00000000,98.7,2.8
11351032.00000000,98.8,2.8
11711608.00000000,98.9,2.8
12020608.00000000,99,2.8
12363720.00000000,99.1,2.8
12690334.00000000,99.2,2.8
12957448.00000000,99.3,2.8
13165226.00000000,99.4,2.8
13474036.00000000,99.5,2.8
13784884.00000000,99.6,2.8
14031462.00000000,99.7,2.8
14120854.00000000,99.8,2.8
14087566.00000000,99.9,2.8
14058622.00000000,100,2.8
8800760,101.5,2.8
8349996,101.6,2.8
7912026,101.7,2.8
7517508,101.8,2.8
7268386,101.9,2.8
7065292,102,2.8
6943888,102.1,2.8
7116496,102.2,2.8
7335078,102.3,2.8
7648742,102.4,2.8
8185062,102.5,2.8
8727104,102.6,2.8
9534680,102.7,2.8
10664536.00000000,102.8,2.8
11736668.00000000,102.9,2.8
12827930.00000000,103,2.8
13951382.00000000,103.1,2.8
15081298.00000000,103.2,2.8
15850970.00000000,103.3,2.8
16573088.00000000,103.4,2.8
17285188.00000000,103.5,2.8
18261168.00000000,111.3,2.8
18702676.00000000,111.6,2.8
18915534.00000000,111.7,2.8
19154508.00000000,111.8,2.8
19312140.00000000,111.9,2.8
19497872.00000000,112,2.8
19679622.00000000,112.1,2.8
19707928.00000000,112.2,2.8
19676808.00000000,112.3,2.8
19736666.00000000,112.4,2.8
19844674.00000000,112.5,2.8
19715972.00000000,112.6,2.8
19608684.00000000,112.7,2.8
19536392.00000000,112.8,2.8
19393176.00000000,112.9,2.8
19203794.00000000,113,2.8
19019540.00000000,113.1,2.8
18885356.00000000,113.2,2.8
18763530.00000000,113.3,2.8
18679788.00000000,113.4,2.8
18643526.00000000,113.5,2.8
18652824.00000000,113.6,2.8
18664916.00000000,113.7,2.8
18664750.00000000,113.8,2.8
18640476.00000000,113.9,2.8
18605692.00000000,114,2.8
18562800.00000000,114.1,2.8
18517944.00000000,114.2,2.8
18481328.00000000,114.3,2.8
18460932.00000000,114.4,2.8
18475830.00000000,114.5,2.8
18521706.00000000,114.6,2.8
18532594.00000000,114.7,2.8
18552422.00000000,114.8,2.8
18602748.00000000,114.9,2.8
18705182.00000000,115,2.8
18793146.00000000,115.1,2.8
18866340.00000000,115.2,2.8
18937638.00000000,115.3,2.8
18995014.00000000,115.4,2.8
19009998.00000000,115.5,2.8
18955966.00000000,115.6,2.8
18894860.00000000,115.7,2.8
18894450.00000000,115.8,2.8
18913128.00000000,115.9,2.8
18873388.00000000,116,2.8
18826416.00000000,116.1,2.8
18801712.00000000,116.2,2.8
18777598.00000000,116.3,2.8
18710978.00000000,116.4,2.8
18652404.00000000,116.5,2.8
18629652.00000000,116.6,2.8
18687990.00000000,116.7,2.8
18788722.00000000,116.8,2.8
18904024.00000000,116.9,2.8
19030868.00000000,117,2.8
19211898.00000000,117.1,2.8
19396788.00000000,117.2,2.8
19564872.00000000,117.3,2.8
19717408.00000000,117.4,2.8
19954962.00000000,117.5,2.8
20180758.00000000,117.6,2.8
20328976.00000000,117.7,2.8
22442906.00000000,125.4,2.8
5455766,95.8,2.7
5347260,95.9,2.7
5271028,96,2.7
5249226,96.1,2.7
9083330,97.7,2.7
9381998,97.8,2.7
9635304,97.9,2.7
9762504,98,2.7
9889376,98.1,2.7
10035944.00000000,98.2,2.7
10176606.00000000,98.3,2.7
10310142.00000000,98.4,2.7
10426012.00000000,98.5,2.7
10528610.00000000,98.6,2.7
10682036.00000000,98.7,2.7
10996502.00000000,98.8,2.7
11299528.00000000,98.9,2.7
11608670.00000000,99,2.7
11953180.00000000,99.1,2.7
12306440.00000000,99.2,2.7
12612524.00000000,99.3,2.7
12931804.00000000,99.4,2.7
13266140.00000000,99.5,2.7
13577404.00000000,99.6,2.7
13855508.00000000,99.7,2.7
14109032.00000000,99.8,2.7
14204714.00000000,99.9,2.7
14688602.00000000,100.2,2.7
8807284,101.5,2.7
8349866,101.6,2.7
7948602,101.7,2.7
7569284,101.8,2.7
7313322,101.9,2.7
7104006,102,2.7
6993256,102.1,2.7
7151926,102.2,2.7
7370966,102.3,2.7
7697090,102.4,2.7
8221790,102.5,2.7
8769466,102.6,2.7
9567940,102.7,2.7
10623184.00000000,102.8,2.7
11687008.00000000,102.9,2.7
12778758.00000000,103,2.7
13887368.00000000,103.1,2.7
15004580.00000000,103.2,2.7
15803404.00000000,103.3,2.7
16591948.00000000,103.4,2.7
17350220.00000000,103.5,2.7
17618724.00000000,103.6,2.7
18209926.00000000,111.3,2.7
18254804.00000000,111.4,2.7
18377720.00000000,111.5,2.7
18495818.00000000,111.6,2.7
18701026.00000000,111.7,2.7
18856422.00000000,111.8,2.7
19009324.00000000,111.9,2.7
19193512.00000000,112,2.7
19400156.00000000,112.1,2.7
19572668.00000000,112.2,2.7
19653414.00000000,112.3,2.7
19804046.00000000,112.4,2.7
19905314.00000000,112.5,2.7
19801926.00000000,112.6,2.7
19646572.00000000,112.7,2.7
19516916.00000000,112.8,2.7
19327250.00000000,112.9,2.7
19112934.00000000,113,2.7
18931008.00000000,113.1,2.7
18792898.00000000,113.2,2.7
18659320.00000000,113.3,2.7
18589960.00000000,113.4,2.7
18600324.00000000,113.5,2.7
18611624.00000000,113.6,2.7
18623770.00000000,113.7,2.7
18636096.00000000,113.8,2.7
18636070.00000000,113.9,2.7
18594860.00000000,114,2.7
18548396.00000000,114.1,2.7
18502950.00000000,114.2,2.7
18465140.00000000,114.3,2.7
18427390.00000000,114.4,2.7
18419970.00000000,114.5,2.7
18430358.00000000,114.6,2.7
18432830.00000000,114.7,2.7
18452566.00000000,114.8,2.7
18489714.00000000,114.9,2.7
18527162.00000000,115,2.7
18612660.00000000,115.1,2.7
18683918.00000000,115.2,2.7
18753636.00000000,115.3,2.7
18812286.00000000,115.4,2.7
18867304.00000000,115.5,2.7
18887762.00000000,115.6,2.7
18893568.00000000,115.7,2.7
18936720.00000000,115.8,2.7
18953576.00000000,115.9,2.7
18919410.00000000,116,2.7
18878794.00000000,116.1,2.7
18836768.00000000,116.2,2.7
18759890.00000000,116.3,2.7
18673604.00000000,116.4,2.7
18615908.00000000,116.5,2.7
18575412.00000000,116.6,2.7
18561512.00000000,116.7,2.7
18651960.00000000,116.8,2.7
18767520.00000000,116.9,2.7
18891354.00000000,117,2.7
19075814.00000000,117.1,2.7
19268522.00000000,117.2,2.7
19445842.00000000,117.3,2.7
19688160.00000000,117.4,2.7
19945916.00000000,117.5,2.7
20171860.00000000,117.6,2.7
20344356.00000000,117.7,2.7
5371988,96,2.6
5391192,96.1,2.6
5388190,96.2,2.6
9111612,97.7,2.6
9361526,97.8,2.6
9609774,97.9,2.6
9741954,98,2.6
9876418,98.1,2.6
9993380,98.2,2.6
10109444.00000000,98.3,2.6
10244290.00000000,98.4,2.6
10358908.00000000,98.5,2.6
10452628.00000000,98.6,2.6
10497866.00000000,98.7,2.6
10581032.00000000,98.8,2.6
10841878.00000000,98.9,2.6
11148638.00000000,99,2.6
11495444.00000000,99.1,2.6
11864086.00000000,99.2,2.6
12281778.00000000,99.3,2.6
12711694.00000000,99.4,2.6
13050728.00000000,99.5,2.6
13363350.00000000,99.6,2.6
13640226.00000000,99.7,2.6
14023594.00000000,99.8,2.6
14468018.00000000,99.9,2.6
14710442.00000000,100,2.6
14907532.00000000,100.1,2.6
14999246.00000000,100.2,2.6
8100394,101.7,2.6
7811496,101.8,2.6
7561500,101.9,2.6
7382394,102,2.6
7325690,102.1,2.6
7527142,102.2,2.6
7747544,102.3,2.6
8062312,102.4,2.6
8598344,102.5,2.6
9110384,102.6,2.6
9752514,102.7,2.6
10732214.00000000,102.8,2.6
11796094.00000000,102.9,2.6
12887864.00000000,103,2.6
13982296.00000000,103.1,2.6
14961270.00000000,103.2,2.6
15696284.00000000,103.3,2.6
16475560.00000000,103.4,2.6
17226636.00000000,103.5,2.6
17540878.00000000,103.6,2.6
17825518.00000000,103.7,2.6
18165774.00000000,111.4,2.6
18284062.00000000,111.5,2.6
18317736.00000000,111.6,2.6
18352242.00000000,111.7,2.6
18490176.00000000,111.8,2.6
18641542.00000000,111.9,2.6
18827270.00000000,112,2.6
19045312.00000000,112.1,2.6
19321050.00000000,112.2,2.6
19582820.00000000,112.3,2.6
19761784.00000000,112.4,2.6
19896198.00000000,112.5,2.6
19759626.00000000,112.6,2.6
19613948.00000000,112.7,2.6
19480268.00000000,112.8,2.6
19281844.00000000,112.9,2.6
19068170.00000000,113,2.6
18883370.00000000,113.1,2.6
18747864.00000000,113.2,2.6
18624160.00000000,113.3,2.6
18591382.00000000,113.4,2.6
18603648.00000000,113.5,2.6
18614794.00000000,113.6,2.6
18627010.00000000,113.7,2.6
18639248.00000000,113.8,2.6
18644182.00000000,113.9,2.6
18585126.00000000,114,2.6
18538582.00000000,114.1,2.6
18493694.00000000,114.2,2.6
18455352.00000000,114.3,2.6
18411046.00000000,114.4,2.6
18357008.00000000,114.5,2.6
18338942.00000000,114.6,2.6
18341162.00000000,114.7,2.6
18361016.00000000,114.8,2.6
18396348.00000000,114.9,2.6
18409074.00000000,115,2.6
18446312.00000000,115.1,2.6
18511504.00000000,115.2,2.6
18582158.00000000,115.3,2.6
18639896.00000000,115.4,2.6
18710904.00000000,115.5,2.6
18818334.00000000,115.6,2.6
18914246.00000000,115.7,2.6
18963832.00000000,115.8,2.6
18986140.00000000,115.9,2.6
18946410.00000000,116,2.6
18913346.00000000,116.1,2.6
18838482.00000000,116.2,2.6
18733258.00000000,116.3,2.6
18647180.00000000,116.4,2.6
18589374.00000000,116.5,2.6
18548832.00000000,116.6,2.6
18485402.00000000,116.7,2.6
18535678.00000000,116.8,2.6
18650650.00000000,116.9,2.6
18774830.00000000,117,2.6
18958840.00000000,117.1,2.6
19151046.00000000,117.2,2.6
19357388.00000000,117.3,2.6
19625964.00000000,117.4,2.6
19883948.00000000,117.5,2.6
20109724.00000000,117.6,2.6
20282372.00000000,117.7,2.6
20495782.00000000,117.8,2.6
20202468.00000000,128.5,2.6
5542934,96.2,2.5
5704762,96.3,2.5
5836830,96.4,2.5
9009732,97.7,2.5
9319920,97.8,2.5
9562658,97.9,2.5
9705156,98,2.5
9858178,98.1,2.5
9975414,98.2,2.5
10056324.00000000,98.3,2.5
10171164.00000000,98.4,2.5
10285878.00000000,98.5,2.5
10330322.00000000,98.6,2.5
10325964.00000000,98.7,2.5
10325354.00000000,98.8,2.5
10398824.00000000,98.9,2.5
10663632.00000000,99,2.5
11020628.00000000,99.1,2.5
11416766.00000000,99.2,2.5
11849496.00000000,99.3,2.5
12391082.00000000,99.4,2.5
12827834.00000000,99.5,2.5
13144078.00000000,99.6,2.5
13523770.00000000,99.7,2.5
14063832.00000000,99.8,2.5
14553136.00000000,99.9,2.5
14981342.00000000,100,2.5
15202812.00000000,100.1,2.5
15302398.00000000,100.2,2.5
15372328.00000000,100.3,2.5
7926056,101.9,2.5
7837256,102,2.5
7826048,102.1,2.5
8063188,102.2,2.5
8301048,102.3,2.5
8603994,102.4,2.5
9126510,102.5,2.5
9585028,102.6,2.5
10187964.00000000,102.7,2.5
10992916.00000000,102.8,2.5
11988062.00000000,102.9,2.5
13079968.00000000,103,2.5
